Latitude,Longitude,pH,EC,Avail-P,Exch-K,Avail-Ca,Avail-Mg,Avail-Zn,Avail-Fe,Avail-Cu,Avail-Mn,Crop_Label
18.1,83.64,6.95,0.72,27.9,143,611,155,1.02,9.58,1.02,52.66,Maize
18.1,83.64,8.0,0.64,27.19,192,890,438,2.5,7.0,1.38,32.54,Maize
18.09,83.64,7.88,0.71,8.96,117,921,424,0.62,5.8,1.16,29.74,Coconut
18.1,83.63,8.1,0.58,23.51,146,1822,424,1.24,31.14,3.0,26.36,Maize
18.1,83.64,8.13,0.53,10.72,205,2008,578,0.56,27.42,3.74,16.7,Maize
18.1,83.63,7.72,2.75,13.01,221,1948,501,0.84,29.94,2.86,17.14,Maize
18.09,83.64,8.16,0.2,8.73,93,629,161,0.82,6.54,1.0,34.3,Maize
18.11,83.64,7.7,0.81,26.39,338,2420,803,1.36,66.7,5.54,40.18,Maize
18.11,83.64,6.67,0.77,51.35,133,2097,698,0.52,82.5,3.22,36.86,Maize
18.1,83.64,8.12,0.58,19.92,123,1202,722,0.72,29.98,2.92,15.94,Maize
18.11,83.64,7.78,0.35,51.47,166,2276,752,0.46,50.4,2.88,14.14,Maize
18.1,83.64,6.98,0.21,15.1,131,1087,386,0.68,25.7,2.42,123.64,Maize
18.1,83.64,7.66,1.3,10.16,156,829,448,0.94,6.52,0.94,37.72,Maize
18.1,83.65,7.22,0.86,6.67,147,628,280,0.72,9.28,1.06,39.86,Maize
18.1,83.64,8.2,0.59,6.68,158,1489,619,0.36,14.86,1.7,23.54,Coconut
18.09,83.64,6.17,0.11,2.52,108,336,120,0.56,9.46,0.82,77.82,Maize
18.11,83.64,8.2,0.78,14.62,117,2039,759,0.64,15.48,2.96,15.64,Maize
18.11,83.64,7.45,0.54,25.51,147,1419,503,1.02,62.18,4.44,30.64,Maize
18.11,83.64,7.58,0.72,10.38,142,1559,411,0.58,16.3,1.68,91.06,Maize
18.09,83.6,7.6,0.17,7.71,98,1326,361,0.42,34.84,2.62,25.4,Paddy
18.09,83.6,8.43,0.43,11.43,271,1990,357,0.5,3.82,0.74,18.76,Maize
18.09,83.6,8.67,0.21,7.93,66,2130,428,0.68,26.58,2.2,12.6, Maize
18.09,83.6,8.15,0.24,4.71,150,2200,528,0.48,30.94,4.06,17.44,Paddy
18.09,83.59,7.35,0.55,29.41,205,1228,540,0.68,35.44,2.34,20.64,Maize
18.08,83.6,7.85,0.24,11.01,163,1849,457,0.56,32.94,3.32,24.14,Paddy
18.09,83.6,8.31,0.18,9.4,100,2087,286,0.54,5.18,1.04,11.82,Maize
18.09,83.6,8.23,0.23,5.11,162,1936,641,0.38,28.36,4.48,12.0,Paddy
18.09,83.6,7.5,0.14,5.46,73,784,280,0.28,34.42,1.86,31.98,Paddy
18.09,83.6,8.3,0.22,2.55,126,2417,288,0.34,5.76,1.26,11.72,Paddy
18.09,83.6,8.47,0.2,6.25,214,2310,526,0.52,2.72,1.4,8.26,Maize
18.09,83.6,8.32,0.2,27.81,59,1657,391,0.98,29.88,1.8,12.88,Maize
18.09,83.6,8.46,0.24,4.76,88,2117,692,0.34,24.54,2.96,16.12,Maize
18.09,83.6,5.9,0.08,3.89,56,834,175,0.54,76.48,2.86,67.3,Paddy
18.08,83.6,8.3,0.19,5.92,111,2876,635,0.28,14.18,2.36,6.96,Paddy
18.08,83.6,8.35,0.23,13.93,75,1792,573,0.76,19.0,1.68,12.18,Paddy
18.06,83.6,7.08,0.13,23.82,95,692,150,0.76,12.32,0.74,25.24,Maize
18.07,83.61,6.77,0.16,11.53,61,778,148,0.72,12.88,0.98,30.82,Maize
18.06,83.6,5.31,0.1,3.42,194,824,285,0.56,19.14,1.16,73.98,Ground Nut
18.06,83.6,7.81,0.13,18.2,205,1049,210,1.64,5.72,0.84,14.92,Maize
18.06,83.61,7.52,0.12,9.94,95,774,146,0.98,10.02,0.94,18.84,Maize
18.06,83.61,6.62,0.19,8.81,87,614,115,0.94,11.66,1.0,33.4,Maize
18.07,83.61,6.3,0.26,14.85,183,1519,332,0.64,37.14,2.82,55.28,Maize
18.06,83.61,7.85,0.15,22.17,214,1044,186,1.48,8.14,1.26,23.16,Maize
18.06,83.61,7.23,0.19,13.19,177,786,170,1.56,5.72,0.78,21.74,Coconut
18.07,83.6,5.85,0.21,19.13,97,851,215,1.1,40.6,1.86,97.66,Maize
18.07,83.6,7.7,0.24,28.78,339,1376,281,1.94,13.24,1.68,21.52,Maize
18.06,83.61,6.51,0.2,8.15,237,404,94,0.96,14.22,0.66,41.9,Maize
18.07,83.6,5.5,0.11,4.07,118,369,98,0.56,20.82,0.78,64.2,Maize
18.06,83.61,6.15,0.1,3.45,106,447,79,0.64,13.56,0.76,35.92,Maize
18.07,83.6,7.22,0.13,5.23,162,1318,347,0.7,12.04,1.42,26.2,Maize
18.07,83.6,7.75,0.25,13.34,133,1409,383,0.88,18.1,2.22,22.58,Maize
18.07,83.6,6.66,0.21,12.26,158,836,220,0.8,24.88,1.42,54.1,Maize
18.07,83.6,7.95,0.17,4.03,112,1243,293,0.86,7.36,0.88,22.58,Coconut
18.07,83.6,7.96,0.21,22.09,252,1581,372,2.0,7.64,1.28,16.66,Maize
18.07,83.61,6.6,0.07,3.61,206,1693,382,0.26,24.18,1.2,61.7,Unknown
18.09,83.66,7.25,0.16,12.66,130,627,217,1.3,10.2,1.04,45.6,Maize
18.09,83.66,8.66,0.14,6.92,46,430,154,0.36,6.14,0.46,14.68,Maize
18.1,83.65,7.26,0.91,32.35,192,1323,493,0.98,30.88,2.5,24.46,Maize
18.1,83.65,8.25,1.97,32.84,99,1069,551,0.74,39.74,2.46,10.08,Coconut
18.09,83.65,7.61,2.61,13.02,237,1615,725,0.72,19.9,2.78,34.36,Banana
18.09,83.66,8.1,0.96,15.49,232,1881,730,0.44,33.56,2.8,23.38,Maize
18.1,83.66,7.71,0.43,12.96,124,1159,445,0.78,34.24,2.92,29.24,Coconut
18.09,83.65,7.64,0.3,30.33,255,842,303,1.16,7.84,1.44,43.44,Maize
18.1,83.66,7.81,1.12,23.83,185,1759,576,0.62,41.66,3.24,25.82,Maize
18.08,83.64,8.38,0.22,29.17,91,1201,459,1.24,17.7,1.76,34.12,Maize
18.09,83.64,7.36,0.11,14.54,140,765,294,1.28,5.38,1.2,28.38,Coconut
18.08,83.64,8.4,0.21,11.88,65,1610,368,1.46,14.76,1.42,17.3,Banana
18.08,83.64,7.92,0.16,16.13,106,1134,375,1.88,8.52,1.42,19.4,Maize
18.08,83.64,7.95,0.09,5.16,65,517,158,0.74,8.24,1.04,31.84,Maize
18.08,83.64,8.4,0.27,11.43,73,1475,465,0.34,19.12,1.24,25.4,Maize
18.09,83.63,7.88,0.14,6.16,57,977,343,0.38,15.3,1.6,32.7,Maize
18.09,83.64,8.9,0.33,7.57,46,812,230,0.38,16.58,1.9,21.98,Banana
18.09,83.64,6.64,0.06,3.99,64,791,302,0.38,32.82,1.84,69.6,Paddy
18.07,83.59,7.2,0.31,18.1,316,967,201,1.5,7.64,1.32,27.86,Coconut
18.07,83.59,7.8,0.27,21.66,221,962,207,2.08,7.12,1.2,15.72,Maize
18.07,83.59,8.0,0.15,14.94,149,1704,464,0.52,6.86,1.18,11.08,Maize
18.07,83.59,7.8,0.19,14.08,194,1436,327,0.66,10.66,1.3,30.18,Coconut
18.07,83.59,8.58,0.2,4.28,194,2007,580,0.6,10.38,1.58,12.7,Maize
18.09,83.6,7.54,0.29,36.7,141,782,169,3.98,8.44,1.22,23.28,Maize
18.08,83.6,7.88,0.18,18.07,155,863,222,2.18,8.82,1.02,26.94,Maize
18.07,83.6,7.75,0.2,16.92,124,894,223,0.96,5.78,0.7,14.52,Maize
18.07,83.59,7.2,0.57,5.9,535,458,129,0.88,14.84,0.9,34.86,Maize
18.09,83.59,7.12,0.31,7.77,190,1268,356,0.76,17.78,1.54,29.96,Paddy
18.05,83.59,8.22,0.22,3.66,79,977,221,0.3,8.7,0.72,6.38,Maize
18.06,83.58,8.42,0.27,5.59,86,2489,814,0.46,13.22,2.62,10.56,Maize
18.07,83.58,7.57,0.2,18.15,106,1194,363,1.16,8.42,1.42,18.82,Maize
18.07,83.59,7.68,0.24,4.9,67,640,196,0.26,24.98,1.84,16.38,Paddy
18.08,83.59,7.6,0.18,19.16,85,957,209,1.78,8.16,1.34,18.18,Coconut (Intercop Maize)
18.07,83.59,8.41,0.29,48.53,232,2256,451,1.94,26.46,2.22,18.38,Sesamum
18.07,83.59,8.44,0.19,5.6,74,2524,496,0.64,15.16,2.92,18.6,Sesamum
18.07,83.59,5.2,0.21,8.42,79,3104,621,0.42,22.94,3.24,8.74,Paddy
18.06,83.59,6.55,0.12,2.86,129,1066,203,0.38,13.12,1.12,36.72,Red
18.06,83.59,8.02,0.21,19.44,141,2018,428,0.78,4.44,0.98,13.64,Banana
18.06,83.58,8.35,0.17,12.83,130,2141,776,1.06,13.48,2.5,12.8,Maize
18.07,83.59,6.3,0.06,4.39,129,1008,215,0.7,34.04,2.1,70.76,Cashew Raina
18.07,83.63,7.62,0.18,18.8,103,877,263,0.48,18.1,1.66,28.34,Paddy
18.07,83.63,8.14,0.53,19.88,270,1096,276,1.0,8.26,0.96,24.84,Maize
18.08,83.62,8.0,0.59,23.78,726,1938,340,2.0,8.74,1.32,42.54,Maize
18.07,83.64,7.05,0.35,7.37,135,287,80,1.36,7.76,0.38,89.6,Coconut
18.06,83.63,7.27,0.2,24.08,142,631,143,2.2,14.4,1.34,36.48,Maize
18.05,83.62,8.13,0.19,4.56,109,958,165,0.36,5.92,0.9,26.44,Maize
18.07,83.63,7.55,0.41,24.44,116,1544,444,5.48,49.42,2.88,33.64,Maize
18.07,83.63,8.25,0.78,14.57,132,830,317,1.78,4.24,1.08,15.18,Maize
18.06,83.62,8.5,0.26,11.88,138,1860,225,0.7,4.06,0.7,14.9,Coconut
18.07,83.63,7.14,0.31,23.14,82,550,121,0.92,9.8,0.96,57.5,Coconut
18.07,83.62,8.26,0.68,19.37,348,3078,688,0.98,39.16,4.42,23.78,Maize
18.07,83.62,6.75,0.12,3.79,103,242,61,0.58,5.88,0.64,29.48,Coconut
18.07,83.63,6.33,0.35,47.13,161,932,269,1.42,69.3,3.2,92.0,Maize
18.07,83.61,7.95,0.2,16.96,213,810,144,1.78,6.98,1.44,23.74,Coconut
18.06,83.63,7.55,0.54,76.97,660,970,307,4.9,9.56,1.48,52.5,Maize
18.06,83.62,7.27,0.12,12.18,106,580,128,0.86,6.3,0.72,27.0,Maize
18.07,83.62,8.31,0.33,24.21,191,1323,445,1.18,13.22,1.88,21.86,Maize
18.07,83.64,8.36,0.2,33.77,58,651,154,0.68,3.44,0.38,17.16,Maize
18.06,83.62,8.1,0.28,35.53,193,1493,281,1.9,3.8,1.06,19.66,Mc
18.07,83.62,7.82,0.45,25.43,244,1416,306,1.98,8.58,1.54,31.72,Coconut
18.07,83.62,7.87,0.23,13.55,186,1072,455,0.88,6.08,1.18,31.82,Maize
18.06,83.62,5.6,0.08,2.95,70,366,132,0.92,15.66,1.44,150.92,Maize
18.09,83.57,6.86,0.22,28.66,94,851,180,1.36,14.08,1.06,23.84,Banana
18.09,83.57,7.05,0.38,31.73,123,1498,449,2.52,15.44,1.96,34.48,Coconut
18.1,83.57,8.5,0.46,8.72,202,2676,772,0.52,18.8,2.82,9.22,Maize
18.11,83.56,7.85,0.28,9.94,102,1685,427,1.62,4.9,1.24,7.08,Coconut
18.1,83.56,7.76,0.42,29.85,243,1976,579,3.88,6.46,2.44,30.78,Maize
18.09,83.56,7.31,0.36,39.64,163,1753,397,1.28,50.42,2.84,8.46,Maize
18.1,83.57,8.2,0.17,21.92,166,1932,543,1.76,5.48,2.04,9.4,Paddy
18.1,83.56,7.15,2.3,47.06,240,2142,663,2.36,83.6,4.0,35.52,Paddy
18.09,83.56,7.78,0.93,53.98,358,2668,595,1.38,45.1,2.82,5.3,Maize
18.11,83.56,6.55,0.78,36.01,192,1581,535,1.58,102.1,3.5,76.92,Paddy
18.1,83.56,7.12,1.93,50.01,243,2116,658,2.36,90.38,4.18,36.48,Paddy
18.09,83.56,8.35,0.36,22.0,128,2094,547,0.96,33.38,2.3,16.28,Paddy
18.1,83.55,7.88,0.26,10.84,101,1786,442,1.78,5.5,1.22,8.22,Paddy
18.1,83.54,8.16,0.56,5.63,124,2604,698,0.7,25.18,2.26,14.4,Paddy
18.1,83.55,8.0,0.33,2.65,145,3268,640,0.36,9.3,1.52,14.2,Maize
18.1,83.55,8.3,0.65,6.24,74,2950,864,0.58,4.84,1.34,7.78,Maize
18.1,83.55,8.28,0.28,4.85,215,2721,298,0.46,3.18,0.94,10.68,Maize
18.1,83.56,8.32,0.36,7.68,84,2488,569,0.36,2.18,0.7,5.52,Maize
18.11,83.56,8.27,0.27,5.8,135,2718,617,0.52,15.5,3.0,10.98,Paddy
18.11,83.56,7.41,0.11,15.62,160,904,237,0.78,8.3,0.86,35.2,Maize
18.11,83.55,5.7,0.11,3.99,130,1048,223,0.36,31.1,0.94,56.3,Maize
18.11,83.55,6.56,0.27,27.97,457,1909,433,0.88,87.6,2.28,26.5,Sesamum
18.1,83.55,7.68,0.54,13.07,123,1804,434,1.14,25.72,1.6,10.4,Paddy
18.1,83.55,5.59,0.3,9.06,72,1326,361,0.82,136.44,2.4,30.62,Sesamum
18.1,83.55,6.15,0.23,9.03,67,1154,359,0.72,77.84,2.16,28.32,Paddy
18.1,83.55,6.2,0.19,8.15,140,1504,400,0.56,92.14,2.72,25.74,Paddy
18.09,83.56,8.03,0.47,36.37,205,2513,663,1.06,44.9,3.24,9.7,Sesamum
18.09,83.56,8.32,0.28,5.62,101,2577,483,0.54,22.72,2.86,8.4,Paddy
18.09,83.56,7.93,0.19,3.71,113,2202,489,0.48,38.28,3.58,9.82,Paddy
18.1,83.56,6.91,0.12,8.67,84,1158,331,0.82,43.26,2.3,15.6,Paddy
18.11,83.56,6.56,0.78,38.09,228,1545,524,1.46,118.64,3.22,25.56,Paddy
18.1,83.56,6.33,0.61,28.77,203,1252,455,1.08,94.66,3.04,32.78,Paddy
18.11,83.55,5.6,0.23,21.48,198,1285,327,1.02,236.9,3.52,26.56,Sesamum
18.09,83.55,5.52,0.15,25.71,143,829,181,0.76,205.74,2.64,26.1,Paddy
18.08,83.63,8.31,0.28,70.23,183,1723,734,1.18,16.7,1.68,12.78,Maize
18.08,83.63,7.81,0.24,17.9,125,839,263,0.76,6.56,1.08,44.16,Maize
18.08,83.63,8.31,0.3,35.41,112,1364,405,1.0,11.34,1.08,20.14,Maize
18.08,83.63,8.35,0.37,38.49,211,1769,765,0.88,18.86,1.98,11.24,Maize
18.08,83.63,8.45,0.3,55.66,141,1787,613,1.44,19.32,2.32,13.78,Maize
18.08,83.63,8.15,0.31,17.36,123,1761,672,0.44,19.48,2.56,22.64,Maize
18.09,83.6,7.9,0.4,20.62,135,1533,477,1.38,3.88,1.0,11.34,Maize
18.09,83.61,7.65,0.38,10.89,121,1302,498,0.66,28.22,2.7,25.8,Maize
18.09,83.61,8.13,0.31,39.83,149,921,433,2.44,15.32,1.54,33.88,Coconut
18.09,83.61,7.91,0.61,24.62,125,1348,492,0.64,17.14,1.98,20.8,Maize
18.08,83.61,8.07,0.26,11.79,122,1306,322,0.82,5.74,1.26,25.48,Maize
18.09,83.62,7.2,0.46,13.59,177,973,202,1.06,6.94,1.26,30.9,Maize
18.09,83.6,7.78,0.15,6.28,73,492,165,0.74,6.22,0.76,14.1,Coconut
18.09,83.61,7.41,0.39,6.24,110,1272,371,0.98,6.22,1.02,22.22,Maize
18.09,83.6,8.44,0.22,34.42,165,2493,587,1.38,3.36,1.04,9.84,Sesamum
18.09,83.6,6.4,0.11,6.62,117,1332,367,0.88,41.66,3.32,85.88,Paddy
18.09,83.6,6.88,0.11,21.03,72,1119,290,0.28,35.26,1.94,39.48,Maize
18.09,83.61,6.95,0.08,2.26,98,986,189,0.32,11.16,1.04,34.72,Coconut
18.09,83.59,7.8,0.25,23.16,130,1297,369,0.76,5.88,1.38,14.78,Maize
18.08,83.56,7.42,0.12,7.7,79,986,361,0.44,28.92,1.2,14.8,Maize
18.09,83.59,6.88,0.24,11.67,160,754,231,0.62,12.62,1.02,35.54,Maize
18.08,83.58,6.13,0.08,2.37,97,564,116,0.66,18.64,0.8,32.52,Mango
18.07,83.56,7.0,0.07,5.68,141,807,158,0.92,10.16,0.86,21.54,Coconut
18.09,83.57,8.05,0.47,28.71,102,1339,450,3.86,42.5,2.26,6.52,Paddy
18.07,83.56,8.1,0.26,11.78,60,1808,362,1.0,22.8,2.04,6.58,Paddy
18.07,83.56,8.35,0.44,4.09,79,2776,651,0.5,28.76,3.28,6.58,Paddy
18.07,83.56,7.48,0.15,5.77,68,1345,501,0.42,36.98,2.62,12.98,Maize
18.07,83.57,8.05,0.44,3.3,79,3258,376,0.4,28.46,3.16,5.08,Maize
18.08,83.57,6.82,0.17,5.79,109,859,212,0.78,10.9,1.08,40.14,Cotton
18.07,83.57,7.2,0.27,5.27,149,1020,320,0.58,8.34,0.88,42.98,Maize
18.08,83.57,7.71,0.15,5.26,68,1020,334,0.78,26.12,2.06,9.94,Maize
18.09,83.59,6.46,0.17,16.32,141,1276,410,1.1,114.62,4.42,60.02,Maize
18.07,83.58,7.6,0.16,11.87,52,685,240,0.3,8.9,0.76,16.66,Paddy
18.07,83.57,7.8,0.18,14.55,67,1087,432,0.32,9.3,1.1,14.24,Maize
18.07,83.58,7.68,0.13,27.81,98,1190,353,0.78,10.34,1.32,23.24,Maize
18.07,83.57,7.91,0.29,10.63,131,1429,614,0.3,13.14,1.66,25.38,Maize
18.07,83.57,7.72,0.08,1.62,59,1206,255,0.24,11.36,1.24,12.54,Maize
18.09,83.59,9.22,0.37,1.24,83,1205,270,0.12,8.2,0.8,7.0,Mango
18.09,83.58,8.2,0.18,5.96,166,987,277,0.3,2.84,0.58,7.26,Maize
18.11,83.59,8.45,0.19,14.66,223,2160,496,1.84,8.88,1.62,7.94,Maize
18.09,83.58,7.85,0.21,45.66,140,1568,509,0.9,16.8,2.04,10.12,Maize
18.08,83.59,8.44,0.24,5.86,98,2557,645,0.44,32.52,3.42,10.92,Maize
18.09,83.59,7.81,0.38,23.69,116,1840,626,1.16,8.82,1.82,13.6,Maize
18.09,83.59,8.4,0.33,20.03,127,2580,724,2.14,27.36,3.04,14.54,Maize
18.09,83.58,8.32,0.29,3.02,105,1906,543,0.78,8.4,1.4,9.46,Maize
18.08,83.59,7.42,0.14,12.77,146,1073,347,1.16,11.38,1.68,34.0,Maize
18.09,83.58,7.85,0.28,11.98,180,1213,405,1.34,11.44,1.96,36.16,Maize
18.09,83.59,7.78,0.21,20.78,127,1306,372,0.68,6.46,1.2,17.52,Maize
16.61,81.38,7.66,3.71,30.83,274,2287,1021,1.7,53.18,15.1,12.62,Paddy 
16.61,81.37,7.54,2.44,20.58,252,2272,1006,0.82,78.44,9.98,17.4,Paddy 
16.61,81.37,7.37,3.55,35.71,264,2610,1028,1.28,87.14,16.42,29.72,Paddy 
16.61,81.37,7.21,1.77,35.64,206,2363,995,1.78,100.7,14.76,26.42,Paddy 
16.61,81.37,7.66,2.85,37.69,290,2177,1054,0.8,68.5,14.62,24.04,Paddy 
16.61,81.38,7.31,2.67,29.66,249,2295,1002,2.42,84.62,16.4,18.42,Paddy 
16.6,81.38,7.7,2.58,17.55,249,2317,1085,1.2,40.18,10.8,11.24,Paddy 
16.34,81.23,7.42,2.05,20.88,156,1845,994,0.98,65.86,15.36,12.14,Paddy 
16.34,81.23,7.31,1.65,21.28,163,1871,987,0.48,76.94,10.52,17.26,Paddy 
16.34,81.23,7.6,2.75,25.65,247,2338,1128,1.86,52.56,11.66,13.58,Paddy 
16.34,81.23,7.72,2.16,21.78,222,2312,985,0.8,53.04,12.78,21.8,Paddy 
16.34,81.23,7.66,2.33,44.33,241,2236,1015,1.14,72.86,15.74,24.82,Paddy 
16.61,81.37,7.76,2.3,14.36,208,2027,849,0.44,32.78,8.32,10.2,Paddy 
16.6,81.37,7.72,2.05,44.76,237,2252,973,1.14,68.14,12.7,13.58,Paddy 
16.61,81.36,7.44,1.67,73.77,211,2314,937,1.72,110.0,14.6,15.46,Paddy 
16.61,81.38,6.53,2.1,46.07,208,2198,972,1.12,162.36,15.08,34.3,Paddy 
16.61,81.38,7.38,2.1,69.33,256,2264,978,1.98,113.12,15.32,19.08,Paddy 
16.61,81.38,7.44,2.0,74.12,211,2129,909,1.26,117.98,16.2,15.18,Paddy 
16.6,81.38,7.08,1.55,61.86,211,2068,884,2.06,119.8,14.86,28.42,Paddy 
16.61,81.38,7.17,2.0,28.97,155,2216,926,1.6,77.0,13.58,16.72,Paddy 
16.34,81.23,7.53,2.4,17.27,195,2487,960,0.84,46.82,10.48,10.54,Paddy 
16.34,81.23,7.8,2.2,19.81,160,1650,898,0.64,38.82,10.08,9.68,Paddy 
16.34,81.23,7.7,2.53,27.02,167,1817,946,0.88,49.88,11.72,14.64,Paddy 
16.34,81.23,8.08,2.0,11.17,127,1089,707,0.38,26.78,5.02,9.56,Paddy 
16.34,81.23,6.28,1.07,21.34,97,1776,721,1.58,175.44,13.7,30.2,Paddy 
16.34,81.23,7.52,1.86,24.7,153,1690,902,0.76,59.58,13.1,14.56,Paddy 
16.34,81.23,7.81,2.25,48.3,126,1384,726,1.86,89.86,12.58,12.7,Paddy 
16.34,81.23,7.62,2.0,17.95,161,1716,868,0.92,54.32,9.58,12.18,Paddy 
16.54,81.37,7.12,1.4,37.85,167,1665,677,4.36,109.9,14.64,16.08,Paddy 
16.54,81.37,7.6,1.62,15.01,227,1924,800,0.78,48.38,9.84,19.68,Paddy 
16.54,81.37,7.62,1.64,11.11,245,1869,818,1.9,35.76,7.94,10.84,Paddy 
16.54,81.37,6.62,1.48,79.71,277,1063,420,3.0,220.56,12.3,20.28,Paddy 
16.54,81.36,6.03,1.23,77.14,273,1142,430,1.6,296.54,14.18,24.12,Paddy 
16.54,81.36,6.88,2.7,114.76,406,1295,644,3.74,222.22,14.36,19.12,Paddy 
16.54,81.36,7.36,2.9,121.27,611,1612,656,8.7,196.34,18.32,27.68,Paddy 
16.53,81.36,6.9,4.1,50.39,107,1455,500,11.4,145.98,9.38,15.34,Paddy 
16.53,81.36,6.06,0.79,19.2,166,1934,737,1.48,162.2,15.56,38.12,Paddy 
16.53,81.36,6.05,1.02,16.1,102,1899,723,1.44,175.88,15.2,19.48,Paddy 
16.53,81.35,5.93,2.06,20.32,186,1873,728,2.42,168.64,15.44,43.1,Paddy 
16.55,81.37,6.14,1.16,45.14,167,1542,579,18.6,264.7,13.7,20.22,Paddy 
16.54,81.36,6.82,1.41,48.19,181,1940,700,11.64,166.5,12.78,23.28,Paddy 
16.55,81.37,6.2,1.36,38.23,183,1733,629,9.68,223.8,14.02,17.3,Paddy 
16.55,81.37,6.4,5.3,56.29,166,1531,667,3.58,193.26,11.62,31.3,Paddy 
16.55,81.36,7.37,1.4,17.64,71,1190,382,2.6,115.62,9.98,9.66,Paddy 
16.55,81.36,7.2,1.05,13.34,171,1901,750,4.12,69.42,14.92,12.34,Paddy 
16.55,81.36,7.31,1.21,7.83,168,1803,745,0.7,47.08,10.3,9.4,Paddy 
16.55,81.36,5.83,1.38,18.68,167,1840,765,3.76,201.34,16.24,18.8,Paddy 
16.36,81.22,7.61,2.05,8.02,251,2407,1106,0.6,23.04,7.72,8.54,Paddy
16.36,81.22,7.68,2.42,10.13,275,2381,1113,0.64,27.34,8.62,6.78,Paddy
16.36,81.22,7.83,2.13,25.21,258,2399,1080,1.08,44.32,10.78,14.54,Paddy
16.35,81.22,7.87,2.5,15.47,259,2363,1171,0.36,27.42,7.68,9.04,Paddy
16.36,81.22,7.47,2.0,16.87,241,2289,1000,0.82,43.7,11.06,8.9,Paddy
16.36,81.22,7.3,2.31,22.13,254,2235,1028,1.08,71.38,14.8,19.2,Paddy
16.36,81.22,7.7,2.45,10.56,243,2270,1161,0.44,31.92,8.96,12.42,Paddy
16.36,81.21,7.98,1.63,10.06,349,1954,927,0.94,26.18,6.6,8.94,Paddy
16.36,81.22,7.44,2.5,40.02,233,2285,987,3.08,101.6,15.8,19.32,Paddy
16.36,81.22,7.96,3.02,9.82,243,1876,1048,0.6,19.38,5.74,5.9,Paddy
16.35,81.22,7.65,3.4,52.85,391,2226,783,1.48,86.54,14.18,33.5,Paddy
16.35,81.22,6.82,3.17,62.46,342,2085,929,1.64,172.32,17.8,31.62,Paddy
16.36,81.22,7.98,1.63,19.61,413,1835,879,1.1,41.34,8.52,13.44,Paddy
16.36,81.22,7.42,2.17,38.74,224,2321,980,1.94,77.46,15.5,16.26,Paddy
16.36,81.22,6.83,2.22,34.99,225,2298,1017,1.66,108.08,16.08,19.64,Paddy
16.36,81.22,7.38,2.32,54.21,411,2144,997,2.24,136.78,20.18,64.88,Paddy
16.35,81.22,7.34,3.22,48.64,327,2209,1020,2.04,81.98,16.06,12.58,Paddy
16.36,81.22,7.62,2.1,9.06,268,2337,987,0.78,29.06,7.86,9.5,Paddy
16.36,81.22,7.7,2.9,6.8,283,2292,1057,0.86,20.12,6.32,6.56,Paddy
16.35,81.22,7.48,3.01,28.64,208,2267,1074,1.18,59.34,13.32,12.92,Paddy
16.59,81.36,7.41,5.47,58.51,297,2167,1089,1.98,96.18,13.54,12.42,Paddy
16.59,81.36,7.48,3.1,61.33,267,1566,919,2.58,121.32,12.64,16.24,Paddy
16.59,81.36,7.66,4.7,70.26,238,1393,863,3.84,116.6,10.28,13.46,Paddy
16.58,81.35,8.06,2.55,37.32,170,811,290,1.06,67.78,2.08,18.48,Paddy
16.58,81.35,7.96,1.53,26.68,114,942,314,1.78,73.1,3.76,19.9,Paddy
16.58,81.35,7.83,3.75,58.85,177,980,455,1.24,92.08,4.26,12.24,Paddy
16.59,81.36,7.82,3.3,50.84,261,1651,911,6.28,100.42,12.88,19.8,Paddy
16.59,81.36,7.6,1.72,41.32,58,1410,466,4.44,106.24,6.46,10.48,Paddy
16.58,81.35,7.96,1.83,39.5,208,1409,707,1.44,72.9,8.64,22.82,Paddy
16.58,81.35,7.77,2.32,30.84,262,1612,826,1.08,54.28,11.62,12.74,Paddy
16.58,81.35,8.15,2.46,47.22,290,826,294,2.8,108.1,4.0,18.6,Paddy
16.59,81.35,6.95,2.82,35.99,248,1970,967,1.12,107.46,12.3,23.42,Paddy
16.59,81.35,7.72,0.58,44.32,162,1393,557,0.88,85.08,8.98,21.12,Paddy
16.59,81.36,7.4,3.35,55.71,297,1894,941,1.92,102.72,14.74,22.76,Paddy
16.59,81.36,8.12,1.51,12.17,142,1168,568,0.78,36.1,6.24,9.52,Paddy
16.58,81.35,8.1,2.25,44.19,193,1275,604,1.22,89.28,8.58,18.2,Paddy
16.59,81.36,6.93,5.85,41.43,240,2203,1098,2.96,96.1,14.14,17.08,Paddy
16.58,81.35,7.76,4.55,80.22,189,1166,460,5.24,133.62,4.52,14.54,Paddy
16.59,81.35,7.51,2.95,83.96,288,1839,936,4.52,121.94,14.86,13.46,Paddy
16.58,81.35,7.75,5.86,116.17,105,1148,517,7.76,129.1,5.42,8.32,Paddy
16.58,81.35,7.76,2.9,83.92,215,1210,588,2.44,138.12,9.46,16.1,Paddy
16.33,81.22,8.37,0.67,4.42,64,595,312,0.06,14.02,1.04,5.42,Paddy
16.33,81.22,7.7,1.86,13.42,220,1700,846,0.36,40.76,9.2,10.2,Paddy
16.33,81.22,8.01,1.85,5.5,185,1205,687,0.1,22.5,4.5,6.96,Paddy
16.33,81.21,7.76,2.11,9.93,229,1760,862,1.46,45.96,6.84,12.06,Paddy
16.33,81.21,7.57,1.41,15.29,239,1944,865,2.06,57.0,10.0,14.36,Paddy
