Latitude,Longitude,Soil_type,Crop_type,pH,EC,OC,Avail_P,Exch_K,Avail_Ca,Avail_Mg,Avail_S,Avail_Zn,Avail_B,Avail_Fe,Avail_Cu,Avail_Mn
17.82,82.49,Red Sandy,Maize/Paddy/Rajma,5.99,0.04,0.93,4.31,230,661,133,4.57,1.02,0.83,28.64,2.28,67.76
17.8,82.49,Black Sandy,Maize/Paddy/Rajma,5.89,0.12,1.26,3.66,154,1224,140,5.34,1.76,0.81,26.9,2.22,79.8
17.82,82.49,Black,Maize/Paddy/Rajma,5.96,0.11,0.7,3.87,119,1560,589,5.41,1.82,0.57,47.92,2.16,64.18
17.82,82.49,Black Sandy,Maize/Paddy/Rajma,5.58,0.04,0.68,2.95,92,1094,285,2.17,0.8,0.52,58.9,4.38,53.04
17.82,82.5,Red Sandy,Maize/Paddy/Rajma,5.64,0.04,0.73,2.59,109,627,134,1.54,0.86,0.52,62.04,3.5,100.88
17.82,82.5,Black,Maize/Paddy/Rajma,5.9,0.1,0.53,3.75,67,1133,293,4.02,0.64,0.31,27.06,1.88,92.56
17.82,82.5,Red,Maize/Paddy/Rajma,5.72,0.03,0.69,3.48,113,1170,296,2.53,0.8,0.51,46.8,3.54,86.04
17.92,82.58,Black,Maize/Rajma,6.22,0.04,0.88,5.66,43,722,182,3.62,1.28,0.41,154.08,3.08,124.82
17.92,82.57,Black Sandy,Maize/Rajma,5.28,0.03,0.52,5.66,93,381,99,1.76,0.48,0.38,115.0,1.94,60.92
17.9,82.57,Black Sandy,Maize/Rajma,5.74,0.15,1.66,13.26,232,1530,426,12.68,2.12,1.03,173.56,4.28,146.44
17.91,82.58,Black Sandy,Maize/Rajma,5.13,0.11,0.7,6.52,125,445,125,3.77,0.56,0.37,77.52,1.82,35.06
17.91,82.58,Black Sandy,Maize/Rajma,5.11,0.06,0.7,6.26,104,383,96,3.31,0.72,0.38,83.16,1.6,17.76
17.9,82.59,Black,Maize/Rajma,4.95,0.08,0.62,6.51,109,534,185,2.87,0.78,0.45,115.44,2.02,17.96
17.92,82.58,Black,Maize/Rajma,4.93,0.12,0.94,10.31,179,869,242,3.46,0.88,0.59,199.24,3.68,61.56
17.91,82.58,Black,Maize/Rajma,5.45,0.13,1.01,9.83,188,1950,535,10.65,1.26,0.88,210.06,5.04,70.96
17.91,82.58,Red Sandy,Maize/Rajma,5.73,0.12,0.9,4.63,135,628,91,4.64,0.68,0.41,25.64,1.34,52.58
17.9,82.59,Black,Maize/Rajma,6.25,0.17,1.54,6.2,275,1431,214,6.85,1.16,1.08,32.24,1.62,125.82
17.97,82.4,Black,Rajma/Maize,6.02,0.06,1.48,9.07,182,1147,149,5.14,2.08,1.2,124.6,3.34,120.1
17.97,82.41,Black,Rajma/Maize,6.1,0.05,0.76,4.7,116,677,150,1.65,0.9,0.41,79.54,2.62,86.2
17.98,82.41,Black,Rajma/Maize,6.06,0.03,0.64,5.76,103,572,123,1.72,0.86,0.32,91.08,2.74,53.16
17.98,82.41,Black,Rajma/Maize,6.28,0.03,1.22,2.46,116,1397,159,2.1,0.56,0.73,24.92,2.28,82.84
17.97,82.4,Black,Rajma/Maize,6.16,0.02,1.05,2.44,102,784,122,1.77,0.4,0.53,18.78,2.52,58.66
17.97,82.4,Black,Rajma/Maize,5.98,0.03,0.66,2.92,209,744,128,2.52,0.52,0.6,20.78,3.52,68.86
17.97,82.41,Red,Rajma/Maize,5.87,0.06,0.9,2.35,209,742,321,1.17,0.44,0.61,32.6,1.74,86.8
17.98,82.41,Black,Rajma/Maize,5.85,0.04,1.78,10.4,124,1068,289,1.37,3.88,0.3,302.06,7.48,88.36
17.97,82.42,Black Sandy,Rajma/Maize,6.11,0.04,0.62,4.91,83,586,149,10.41,0.66,1.27,62.58,2.98,30.42
17.97,82.4,Black,Rajma/Maize,6.42,0.27,2.33,6.4,244,1749,188,3.62,2.86,0.7,71.34,2.84,155.12
17.98,82.4,Black Sandy,Rajma/Maize,5.99,0.06,1.09,3.0,127,964,148,3.85,0.7,0.4,26.78,4.16,107.66
17.99,82.42,Black,Rajma/Maize,5.32,0.05,1.19,14.85,134,553,125,3.14,3.12,0.6,226.02,5.66,45.28
17.98,82.41,Black Sandy,Rajma/Maize,5.83,0.05,1.15,5.72,93,418,191,2.4,1.22,0.29,90.7,3.26,4.42
17.84,82.59,Black,Rajma/Maize,5.42,0.04,1.55,3.29,75,526,109,4.28,2.68,0.56,354.7,4.5,70.62
17.87,82.49,Black,Paddy/Maize/G.N,5.48,0.04,0.76,6.33,112,598,130,1.5,0.66,0.34,69.7,3.12,74.94
17.87,82.49,Red,Paddy/Maize/G.N,5.7,0.09,0.77,3.28,133,796,227,4.4,0.76,0.79,25.68,1.72,102.74
17.87,82.5,Red,Paddy/Maize/G.N,5.9,0.03,0.87,3.35,177,626,158,2.47,0.46,0.56,30.36,2.3,105.4
17.87,82.5,Red,Paddy/Maize/G.N,6.42,0.07,0.91,7.28,383,842,161,3.92,0.86,0.72,17.78,1.06,69.66
17.88,82.5,Red,Paddy/Maize/G.N,6.47,0.06,1.01,7.06,292,858,150,4.13,0.9,0.77,20.9,1.22,74.1
17.87,82.49,Red,Paddy/Maize/G.N,6.3,0.07,0.95,6.74,278,839,148,4.23,0.82,0.74,23.14,1.08,63.08
17.88,82.49,Red Sandy,Paddy/Maize/G.N,5.8,0.02,0.99,2.78,86,613,177,1.82,0.28,0.62,15.86,1.3,71.34
17.88,82.49,Red,Paddy/Maize/G.N,5.66,0.04,1.09,2.91,102,668,197,2.25,0.38,0.71,20.78,1.62,87.14
17.88,82.49,Red Sandy,Paddy/Maize/G.N,5.41,0.06,0.82,3.81,146,481,124,2.72,0.68,0.51,35.6,1.92,101.3
17.88,82.48,Red,Paddy/Maize/G.N,5.44,0.07,0.77,3.62,150,454,117,3.43,0.52,0.48,23.6,1.46,78.7
17.88,82.48,Red Sandy,Paddy/Maize/G.N,5.56,0.05,0.77,3.69,154,478,122,3.24,0.58,0.58,22.66,1.6,68.36
17.88,82.49,Black,Paddy/Maize/G.N,5.4,0.05,1.06,4.23,176,611,114,3.05,1.5,0.69,45.66,2.92,138.36
17.95,82.5,Red Sandy,Paddy/Maize/G.N,5.34,0.05,1.03,3.82,153,591,112,2.47,1.32,0.48,42.92,2.64,126.26
17.87,82.5,Black Sandy,Paddy/Maize/G.N,5.45,0.04,1.0,3.6,162,566,108,2.66,1.26,0.48,40.0,2.46,129.5
17.87,82.49,Red,Paddy/Maize/G.N,6.15,0.07,0.86,12.77,292,792,174,6.06,0.88,0.59,21.98,2.18,108.28
17.87,82.5,Red,Paddy/Maize/G.N,5.53,0.1,0.88,10.61,295,761,165,3.47,0.72,0.55,19.34,2.02,104.74
17.87,82.5,Red,Paddy/Maize/G.N,5.61,0.1,0.93,8.18,265,779,164,3.2,0.66,0.58,20.04,2.0,109.48
17.87,82.49,Red Sandy,Paddy/Maize/G.N,5.65,0.07,0.75,4.48,127,610,93,2.56,1.58,0.4,32.86,2.66,81.06
17.87,82.5,Red,Paddy/Maize/G.N,5.87,0.05,0.79,4.26,158,619,93,2.87,1.46,0.46,30.56,2.38,87.44
17.87,82.5,Red,Paddy/Maize/G.N,5.65,0.06,0.74,4.13,129,552,87,2.13,1.3,0.41,28.36,2.28,85.5
17.87,82.49,Red,Paddy/Maize/G.N,5.73,0.07,0.78,4.27,214,540,110,3.61,0.96,0.45,28.2,2.3,106.88
17.88,82.49,Black Sandy,Paddy/Maize/G.N,6.96,0.19,0.82,6.91,300,1263,228,6.04,1.64,1.13,16.98,1.76,74.74
17.88,82.5,Red,Paddy/Maize/G.N,6.12,0.05,1.14,2.85,146,779,115,4.4,0.82,0.69,24.16,1.92,85.3
17.89,82.49,Red,Paddy/Maize/G.N,5.45,0.04,0.76,3.35,148,462,93,2.88,0.92,0.42,37.12,2.42,120.78
17.89,82.49,Red,Paddy/Maize/G.N,5.42,0.04,0.72,3.31,139,462,94,2.99,0.94,0.49,34.94,2.36,117.5
17.89,82.48,Red,Paddy/Maize/G.N,5.6,0.09,0.77,22.56,80,480,95,7.36,0.3,0.58,14.68,0.78,40.16
17.83,82.51,Red Sandy,Paddy/Maize/G.N,5.65,0.08,0.87,16.97,105,526,103,6.09,0.4,0.6,17.0,0.88,40.84
17.84,82.5,Red Sandy,Paddy/Maize/G.N,5.7,0.03,0.8,3.4,112,439,95,2.83,0.44,0.54,19.6,0.94,48.44
17.85,82.49,Red Sandy,Paddy/Maize/G.N,5.74,0.06,0.68,17.89,85,425,97,6.39,0.16,0.48,9.02,0.6,30.14
17.87,82.5,Red,Paddy/Maize/G.N,5.77,0.14,0.86,23.27,112,569,123,7.75,0.32,0.99,13.16,0.78,40.4
17.83,82.5,Red,Paddy/Maize/G.N,5.94,0.03,0.97,3.51,151,654,159,2.65,0.64,0.66,33.7,2.44,107.7
17.85,82.5,Black Sandy,Paddy/Maize/G.N,5.48,0.05,0.81,6.97,112,591,130,2.11,0.72,0.44,60.94,3.2,72.88
17.87,82.5,Red Sandy,Paddy/Maize/G.N,5.55,0.04,0.84,6.45,112,633,137,1.75,0.74,0.43,61.88,3.46,75.34
17.87,82.42,Black Sandy,Maize,6.61,0.18,1.07,40.23,162,1579,140,6.96,3.94,0.97,27.38,2.38,67.1
17.86,82.4,Red Sandy,Paddy,4.88,0.11,0.65,7.61,111,664,142,2.63,1.58,0.61,146.12,4.46,93.3
17.86,82.41,Red Sandy,Groundnut,5.67,0.12,0.67,26.88,164,625,109,5.96,2.2,0.57,53.2,2.36,73.88
17.86,82.41,Red Sandy,Turmeric,6.5,0.23,1.11,59.8,419,1177,193,11.5,4.12,1.05,34.3,2.86,60.66
17.85,82.41,Red Sandy,Ragi,6.34,0.1,0.8,8.97,259,797,156,4.97,2.0,0.63,25.34,2.34,110.96
17.85,82.42,Black,Paddy,5.63,0.06,0.95,7.06,146,1977,505,5.55,1.0,0.68,86.6,5.16,179.66
17.97,83.37,Black,Paddy/Maize,6.23,0.17,0.29,25.65,74,1404,451,8.89,1.14,0.83,86.92,2.6,53.88
17.97,83.37,Black,Paddy/Maize,6.47,0.16,0.66,40.87,142,1577,592,8.5,1.74,0.83,145.42,4.14,33.96
17.97,83.37,Black,Paddy/Maize,6.35,0.17,0.74,13.83,274,2424,624,14.4,0.64,0.41,31.2,2.52,59.38
17.97,83.37,Black,Paddy/Maize,6.12,0.14,0.29,43.07,83,1369,468,13.06,1.34,0.78,182.04,3.98,26.6
17.97,83.37,Black,Paddy/Maize,7.01,0.2,0.7,55.18,142,1526,404,8.78,2.3,0.73,46.18,2.36,31.38
17.97,83.37,Black,Paddy/Maize,6.56,0.15,0.63,68.35,116,1687,456,15.54,2.08,1.08,168.2,4.26,23.68
17.97,83.37,Black,Paddy/Maize,7.75,0.09,0.8,4.84,93,3469,629,2.9,0.42,0.48,7.44,1.3,17.9
17.97,83.37,Black,Paddy/Maize,6.42,0.1,0.17,45.45,118,1118,329,12.45,2.02,0.73,121.04,3.16,34.2
17.97,83.37,Black Sandy,Paddy/Maize,6.92,0.08,0.52,16.88,80,698,263,28.81,1.78,0.83,8.9,1.52,22.5
17.97,83.37,Black,Paddy/Maize,8.1,0.24,0.19,6.76,98,1953,865,14.95,0.4,1.42,16.32,1.32,9.54
17.97,83.37,Black,Paddy/Maize,6.18,0.23,0.22,42.66,103,1354,328,12.77,1.5,0.83,142.46,3.58,20.82
17.97,83.37,Black,Paddy/Maize,6.85,0.16,0.76,31.22,87,2027,564,7.8,1.58,0.9,60.24,3.06,23.26
17.97,83.37,Red,Paddy/Maize,7.55,0.12,0.63,71.56,207,1782,583,4.29,4.26,0.88,27.04,2.34,21.9
17.97,83.37,Black,Paddy/Maize,6.98,0.08,0.29,13.16,173,1599,416,7.39,0.7,0.46,15.98,1.16,27.5
17.97,83.37,Black,Paddy/Maize,8.45,0.17,0.66,23.87,155,2228,507,10.01,1.04,1.24,9.4,1.56,19.2
17.97,83.37,Black,Paddy/Maize,7.5,0.1,0.7,70.35,187,1612,521,3.78,4.1,0.78,28.88,2.26,24.38
18.75,83.31,Black,Blackgram,8.46,0.24,0.19,2.41,134,1340,300,22.99,0.26,0.25,13.79,1.39,6.48
18.76,83.31,Sandy,Sandy,4.85,0.03,0.11,4.51,36,74,20,1.61,0.22,0.13,26.18,0.56,27.57
18.75,83.31,Black,Paddy,6.15,0.15,0.65,4.51,114,799,120,21.11,0.47,0.31,61.89,2.58,17.93
18.76,83.3,Black,Paddy,5.62,0.09,0.7,6.49,87,1066,135,13.03,0.41,0.38,110.16,3.16,16.98
18.75,83.32,Black,Blackgram,6.86,0.3,0.89,25.21,433,1899,297,28.37,1.44,0.7,84.45,4.05,47.29
18.75,83.32,Black,Blackgram,7.05,0.15,0.67,5.61,114,1677,247,13.59,0.62,0.4,60.7,3.58,48.27
18.75,83.32,Black,Paddy,6.62,0.13,0.73,8.11,458,1867,304,7.35,0.77,0.67,42.25,3.24,48.86
18.75,83.32,Black,Paddy,5.91,0.11,0.64,7.77,111,1677,286,18.45,0.8,0.61,115.05,4.9,37.28
18.75,83.31,Black,Paddy,7.05,0.14,0.56,4.21,63,1430,175,20.89,0.55,0.39,51.68,2.52,47.42
18.75,83.31,Black,Sesumum,6.7,0.12,0.47,5.38,124,1788,210,11.96,0.39,0.3,33.92,2.67,43.1
18.75,83.32,Sandy,Paddy,4.9,0.18,0.41,6.81,89,576,97,3.48,1.05,0.32,116.65,4.16,44.14
18.76,83.3,Sandy,Paddy,5.32,0.09,0.74,5.73,128,912,152,12.35,0.64,0.55,108.65,4.39,26.45
18.75,83.3,Sandy,Paddy,5.15,0.04,0.5,3.5,47,430,49,3.28,0.56,0.25,82.9,2.35,23.72
18.75,83.3,Red,Paddy,5.76,0.03,0.49,1.62,119,697,142,1.9,0.41,0.3,18.62,0.93,37.26
18.75,83.31,Sandy,Paddy,5.1,0.05,0.61,8.56,53,702,114,2.57,1.34,0.29,194.59,3.95,40.53
18.75,83.3,Red,Paddy,6.13,0.05,0.46,2.13,139,1337,221,2.72,0.39,0.39,32.06,2.36,59.91
18.75,83.3,Sandy,Paddy,7.18,0.09,0.55,4.66,84,1531,207,7.6,0.49,0.32,34.48,2.13,38.47
18.76,83.3,Sandy,Paddy,5.32,0.04,0.44,4.77,106,787,304,1.35,0.62,0.24,76.25,2.34,65.8
18.75,83.31,Black,groundnut,6.4,0.09,0.22,16.31,59,1430,72,15.02,0.71,0.53,71.85,1.74,42.4
18.75,83.3,Black,Paddy,5.38,0.13,0.67,4.15,50,832,238,5.58,0.53,0.51,90.21,3.57,63.51
18.75,83.3,Sandy,Paddy,5.7,0.16,0.69,5.64,124,1439,157,14.38,1.12,0.52,100.15,3.41,77.48
18.76,83.33,Sandy Loam,Paddy,6.56,0.06,0.19,2.32,64,1688,247,2.34,0.33,0.14,22.7,1.09,33.55
18.76,83.33,Sandy Loam,Paddy,5.12,0.09,0.44,10.15,158,1598,366,4.95,0.64,0.23,135.31,2.88,8.51
18.76,83.33,Sandy Loam,Paddy,6.48,0.42,0.86,10.11,64,1099,166,30.63,1.32,0.56,83.59,4.17,39.13
18.76,83.33,Sandy Loam,Paddy,5.22,0.13,0.34,5.37,58,1010,151,2.96,0.47,0.27,63.37,2.68,42.47
18.76,83.33,Sandy Loam,Paddy,6.5,0.22,0.58,30.47,267,836,143,15.59,1.28,0.51,128.36,3.17,38.62
18.76,83.33,Sandy Loam,Paddy,7.35,0.23,0.53,6.11,75,1374,129,21.87,0.68,0.37,32.83,2.17,15.13
18.76,83.33,Sandy Loam,Blackgram,5.3,0.12,0.38,5.5,109,631,127,5.5,0.39,0.28,81.44,3.08,11.11
18.75,83.33,Black,Blackgram,6.17,0.1,0.47,5.61,65,1374,270,4.14,0.38,0.33,81.9,2.69,21.11
18.75,83.33,Loam,Blackgram,6.83,0.25,0.84,4.39,90,2321,436,19.41,0.59,0.5,60.21,4.67,21.32
18.75,83.33,Loam,Blackgram,6.85,0.18,0.63,5.62,124,1774,305,10.43,0.49,0.45,52.88,3.67,39.4
18.75,83.33,Black,Blackgram,6.66,0.14,0.69,9.4,143,1479,273,10.22,0.94,0.5,84.18,4.41,31.46
18.75,83.32,Black,Sesamum,6.35,0.14,0.51,16.22,78,1192,294,12.24,0.54,0.31,48.9,2.25,51.54
18.75,83.32,Sandy Loam,Sesamum,6.61,0.14,0.62,5.48,101,1725,292,11.56,0.67,0.41,62.13,3.96,41.25
18.76,83.32,Black,Paddy,6.8,0.15,0.79,6.72,97,2606,606,10.91,1.3,0.64,64.88,4.43,37.99
18.76,83.33,Sandy,Paddy,5.51,0.05,0.34,3.2,73,1344,269,1.15,0.33,0.28,55.98,1.89,31.02
18.76,83.33,Sandy,Maize,4.81,0.03,0.21,2.12,35,217,43,1.15,0.26,0.23,26.29,0.55,23.32
18.76,83.33,Sandy Loam,Paddy,5.1,0.08,0.46,7.43,47,1059,187,10.14,1.3,0.3,128.98,3.3,31.15
18.76,83.28,Black,Paddy,6.05,0.05,0.54,3.15,77,804,213,3.46,0.4,0.27,38.13,3.09,10.84
18.77,83.3,Black,Paddy,5.6,0.08,0.58,3.54,113,1264,191,5.16,0.67,0.43,108.15,3.56,77.35
18.76,83.3,Sandy,Paddy,5.95,0.04,0.39,3.37,98,553,113,3.62,0.38,0.22,75.32,2.08,17.38
18.76,83.3,Sandy,Paddy,5.4,0.06,0.6,3.78,69,948,180,5.67,0.58,0.33,114.58,4.52,30.22
18.76,83.31,Black,Black Gram,7.62,0.29,0.68,4.55,96,1612,264,51.11,0.63,0.43,35.13,2.85,25.25
18.77,83.3,Black,Paddy,5.94,0.09,0.43,4.22,277,667,130,8.72,0.64,0.39,58.42,2.76,95.15
18.78,83.29,Sandy,Mango,5.87,0.05,0.36,1.82,82,420,103,8.35,0.22,0.59,16.93,0.56,35.96
18.78,83.29,Sandy,Eucaliptus,5.23,0.02,0.22,2.47,63,78,10,1.38,0.23,0.13,11.18,0.3,24.68
18.77,83.29,Sandy,Cashewnut,5.64,0.03,0.43,1.57,114,595,157,2.5,0.4,0.27,23.74,0.91,46.1
18.79,83.29,Sandy,Paddy,5.15,0.07,0.52,5.78,67,545,79,7.25,1.02,0.48,135.42,4.36,142.4
18.77,83.29,Black,Maize,5.9,0.04,0.26,1.52,77,989,180,3.11,0.27,0.37,21.06,1.24,31.75
18.77,83.29,Black,Sesamum,6.26,0.05,0.46,1.93,65,787,144,3.54,0.57,0.46,56.08,2.29,78.61
18.77,83.29,White,Paddy,6.56,0.04,0.32,4.64,72,499,111,5.86,0.47,0.38,61.48,1.94,47.35
18.77,83.31,Black,groundnut,7.32,0.15,0.4,14.83,508,1354,234,35.8,1.25,0.82,66.64,2.55,33.97
18.78,83.28,Red,Ragi,5.94,0.04,0.07,10.64,152,149,28,1.97,0.7,0.25,17.12,0.95,26.26
18.78,83.29,Red,Maize,5.46,0.03,0.03,2.58,193,299,109,1.23,0.29,0.27,25.05,0.53,47.86
18.79,83.28,Sandy,Paddy,5.6,0.02,0.16,1.99,45,262,74,0.69,0.31,0.22,63.94,1.22,31.92
18.78,83.28,Red,"Mango(Intercrop Ragi,)",6.28,0.05,0.4,2.84,275,448,119,3.39,0.73,0.5,25.17,0.89,44.36
18.78,83.28,Red,Cashew Nut,5.42,0.02,0.26,1.36,108,371,115,1.42,0.39,0.38,27.5,0.76,41.88
18.78,83.28,Red,Mango(Intercrop Ragi),5.41,0.03,0.29,1.57,131,288,77,2.86,0.39,0.31,19.88,0.87,40.85
18.79,83.28,Sandy,Maize,5.99,0.05,0.26,6.5,94,426,74,4.35,1.36,0.33,17.52,0.46,32.69
18.78,83.28,Black,Mango(Inter Crop Ragi),6.72,0.13,0.7,3.17,623,832,293,8.93,0.91,0.68,20.47,1.31,44.47
18.78,83.29,Sandy,Red Gram,6.75,0.08,0.33,5.29,242,737,139,4.1,0.69,0.36,19.13,0.85,35.79
18.78,83.29,Black,Mango (Inter Crop Red Gram And Ragi),6.14,0.03,0.49,2.34,116,936,245,2.26,1.18,0.36,34.01,1.12,67.24
18.78,83.29,Black,Paddy,7.13,0.83,1.19,5.56,143,1897,374,52.41,1.65,0.57,69.62,2.13,95.65
18.76,83.31,Red,Oil Palm,5.78,0.09,0.32,3.38,76,589,72,6.29,0.46,0.26,45.42,1.24,43.38
18.76,83.29,Red,Mesta,5.09,0.06,0.14,1.85,86,246,50,2.07,0.49,0.28,14.52,0.86,42.3
18.75,83.29,Red,Mesta,4.92,0.04,0.22,1.7,70,77,13,1.59,0.41,0.38,12.63,0.57,38.6
18.77,83.29,Black,Cashew Nut,5.61,0.04,0.38,1.52,110,643,146,2.11,0.37,0.31,19.6,0.78,27.25
18.77,83.29,Black,Cashew Nut,5.7,0.04,0.48,1.61,101,565,129,2.58,0.38,0.62,32.71,1.01,35.33
18.78,83.29,Sandy,Paddy,4.81,0.04,0.4,4.15,43,199,26,1.76,0.62,0.54,102.63,2.47,21.95
18.77,83.29,Black,Paddy,5.13,0.03,0.48,2.74,46,378,66,2.13,0.62,0.56,105.15,3.05,83.12
18.76,83.29,Sandy,Cashew Nut,5.36,0.02,0.2,1.65,64,83,29,2.62,0.26,0.37,12.92,0.32,19.26
18.76,83.29,Sandy,Cashew Nut,5.37,0.02,0.22,1.57,67,84,30,2.11,0.26,0.41,16.41,0.35,23.03
18.76,83.29,Sandy,Cashew Nut,5.64,0.02,0.34,1.54,70,182,42,2.31,0.36,0.32,26.79,0.5,22.31
18.75,83.29,Black,Paddy,5.32,0.08,0.47,2.92,25,606,84,11.45,0.68,0.53,96.46,2.65,32.08
18.76,83.29,Black,Paddy,5.04,0.06,0.68,4.13,53,535,111,3.46,0.93,0.88,107.11,4.51,56.92
18.76,83.29,Black,Paddy,5.57,0.04,0.29,3.04,30,335,69,4.51,0.28,0.52,69.09,2.0,25.22
18.76,83.29,Sandy,Cashew Nut,5.24,0.04,0.4,1.72,101,443,94,4.25,0.49,0.45,26.44,0.66,60.14
18.76,83.29,Red,Cashewnut,5.23,0.02,0.31,1.73,76,408,116,1.14,0.35,0.3,16.99,0.59,21.75
18.76,83.3,Sandy,Paddy,5.65,0.07,0.51,7.73,71,154,45,3.65,0.96,0.45,69.44,3.22,102.76
18.76,83.3,Black,Paddy,6.23,0.11,0.56,11.34,102,171,58,16.28,0.81,0.66,65.77,3.02,63.19
18.76,83.3,Sandy Loam,Paddy,5.63,0.07,0.65,5.09,113,834,175,20.81,0.63,0.95,66.77,3.07,44.07
18.76,83.3,Sandyloam,Paddy,5.25,0.2,0.84,8.04,112,1026,184,8.21,1.3,0.62,147.0,5.62,51.44
18.76,83.29,Black,Paddy,5.15,0.07,0.58,4.03,105,871,229,3.34,0.89,0.62,122.46,3.27,68.62
18.76,83.28,Red,Maize,6.11,0.22,0.81,14.77,385,727,123,13.73,2.35,0.87,44.9,1.28,58.04
18.76,83.29,Red,Sesamum,5.75,0.11,0.46,4.42,148,527,114,7.72,0.98,0.77,36.85,1.08,41.58
18.76,83.29,Red,Cashewnut,5.71,0.05,0.38,1.85,135,302,82,2.37,0.52,0.5,24.49,0.71,41.42
18.77,83.28,Sandy,Mango(Inter Crop Ragi),5.0,0.03,0.1,1.74,52,95,12,1.23,0.34,0.29,13.14,0.36,30.47
18.76,83.28,Sandy,Paddy,5.03,0.04,0.49,2.54,55,427,61,2.31,0.47,0.54,90.98,3.58,9.18
18.76,83.28,Black,Paddy,6.42,0.25,0.78,8.2,212,1202,403,21.5,1.11,0.67,65.63,4.96,53.22
18.78,83.35,Sandy Loam,Sesamum,5.01,0.07,0.49,9.2,77,259,45,5.74,0.6,0.58,119.14,1.76,7.46
18.78,83.36,Sandy Loam,Sesamum,6.03,0.12,0.34,3.29,28,770,103,25.8,0.34,0.71,76.37,2.61,8.88
18.79,83.36,Sandy Loam,Sesamum,5.28,0.11,0.51,9.96,77,322,65,9.73,0.65,0.72,92.99,1.94,7.65
18.77,83.36,Loam,Sesamum,5.46,0.12,0.59,4.1,91,659,134,6.68,0.51,0.59,64.06,2.88,15.64
18.78,83.36,Sandy Loam,Sesamum,5.18,0.07,0.52,10.16,69,246,49,10.48,0.83,0.73,121.88,1.95,9.41
18.79,83.36,Sandy Loam,Sesamum,4.9,0.07,0.44,5.06,47,263,46,5.81,0.63,0.55,87.52,2.23,11.95
18.77,83.36,Sandy Loam,Paddy,5.02,0.05,0.48,4.34,89,493,86,2.49,0.79,0.56,85.26,3.87,17.47
18.77,83.36,Sandy Loam,Sesamum,5.66,0.14,0.72,5.46,115,1405,283,10.44,0.81,0.91,70.09,4.72,35.0
18.77,83.36,Sandy Loam,Paddy,5.32,0.13,0.61,4.29,78,1704,284,9.68,0.91,0.64,98.25,4.7,37.74
18.77,83.36,Loam,Paddy,5.24,0.08,0.66,3.48,29,854,167,11.75,0.77,0.62,137.7,4.04,34.85
18.77,83.36,Loam,Paddy,5.14,0.09,0.7,6.79,335,741,130,13.55,1.23,0.67,103.67,4.76,77.24
18.77,83.36,Sandy Loam,Sesamum,4.96,0.1,0.56,4.98,98,540,96,5.65,0.79,0.58,93.14,3.78,21.84
18.77,83.36,Sandy Loam,Sesamum,5.24,0.06,0.39,3.94,39,202,37,4.88,0.34,0.68,62.7,1.48,5.81
18.77,83.35,Sandy Loam,Sesamum,5.08,0.08,0.41,4.06,73,221,43,4.74,0.5,0.22,64.36,1.83,4.48
18.77,83.35,Sandy Loam,Sesamum,4.85,0.14,0.5,4.61,75,347,59,7.13,0.96,0.39,110.72,3.2,11.38
18.77,83.35,Sandy Loam,Sesamum,5.18,0.06,0.45,5.75,77,326,57,8.88,0.56,0.42,73.24,1.75,19.69
18.77,83.35,Sandy Loam,Sesamum,5.05,0.05,0.39,9.24,54,237,47,8.03,0.61,0.44,102.82,1.92,6.79
18.78,83.35,Sandy Loam,Sesamum,5.11,0.07,0.39,3.89,37,245,45,11.63,0.58,0.52,84.6,1.71,5.17
18.78,83.35,Sandy Loam,Sesamum,5.12,0.07,0.44,4.66,76,188,38,9.79,0.52,0.43,85.71,1.74,10.95
18.77,83.35,Sandy Loam,Sesamum,5.41,0.16,0.48,11.83,195,206,62,15.19,0.61,0.56,106.05,1.97,7.38
18.77,83.35,Sandy Loam,groundnut,6.6,0.07,0.24,2.31,43,577,103,4.07,0.42,0.34,20.09,1.54,27.51
18.77,83.35,Loam,Sesamum,5.19,0.14,0.7,6.06,38,872,151,11.79,0.79,0.66,122.67,3.07,35.89
18.78,83.35,Sandy Loam,Sesamum,5.8,0.08,0.56,2.76,27,773,137,8.55,0.51,0.44,70.97,2.78,36.03
18.78,83.35,Loam,Sesamum,4.95,0.07,0.6,3.23,28,564,92,3.21,0.67,0.47,119.86,3.61,24.91
18.78,83.35,Loam,Sesamum,5.28,0.19,0.68,3.24,41,1034,178,6.89,0.76,0.72,108.41,4.03,30.96
18.78,83.35,Sandy Loam,Sesamum,5.54,0.14,0.68,4.14,38,900,169,10.81,0.51,0.73,100.28,3.52,32.44
18.78,83.36,Loam,Sesamum,6.8,0.1,0.76,3.91,29,1260,248,10.67,0.56,0.51,75.06,3.65,31.64
18.78,83.36,Sandy Loam,Sesamum,5.15,0.09,0.53,5.95,38,704,112,4.59,0.64,0.44,97.93,3.54,27.51
18.78,83.36,Loam,Sesamum,6.85,0.2,0.77,3.87,32,1306,211,21.19,0.5,0.58,40.21,3.27,27.49
18.78,83.36,Loam,Sesamum,5.32,0.08,0.73,3.89,22,845,126,6.31,0.8,0.8,110.76,4.26,14.03
18.76,83.29,Black,Blackgram,7.86,0.32,0.65,6.9,125,3587,619,35.21,0.68,0.68,52.88,4.24,26.0
18.77,83.29,Black,Blackgram,7.9,0.24,0.7,24.14,114,3438,438,21.15,0.78,0.66,96.6,3.54,28.54
